mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	89				
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	90				
12	12	44	44	4.0	0	0	Chord	4/4	1	2	1	1	1	91				
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	92				
12	12	44	44	4.0	0	0	Chord	4/4	2	2	1	1	1	93				
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	94				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	95				
13	13	48	48	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	96				
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	97				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	98				
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	5		
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	99				
13	13	49	49	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	100				
13	13	48	48	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	101				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	102				
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	103				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	104				
14	14	52	52	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	105				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	106				
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	107				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	108				
14	14	52	52	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	109				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	110				
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	111				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	112				
15	15	56	56	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	113				
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	114				
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	115				
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	116				
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	117				
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	b7		
15	15	56	56	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	118				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	119				
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1	1	1	120				
16	16	60	60	4.0	0	0	Chord	4/4	1	2	1	1	1	121				
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1	1	1	122				
16	16	60	60	4.0	0	0	Chord	4/4	2	2	1	1	1	123				
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	124				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	125				
17	17	64	64	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	126				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	127				
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	128				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	129				
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	_		
17	17	64	64	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	130				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	131				
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	132				
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	133				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	134				
18	18	68	68	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	135				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	136				
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6	5	
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	137				
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6	4	2
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	138				
18	18	68	68	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	139				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	140				
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	141				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	142				
19	19	72	72	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	143				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	144				
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6		
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	145				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	146				
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	_		
19	19	72	72	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	147				
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	148				
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	149				
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	150				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	151				
20	20	76	76	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	152				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	153				
20	20	76	76	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	4		
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	154				
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	3		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	155				
20	20	76	76	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	156				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	157				
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	158				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	159				
21	21	80	80	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	160				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	161				
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	162				
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	6		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	163				
21	21	80	80	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	164				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	165				
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	166				
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	167				
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	168				
22	22	84	84	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	169				
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	170				
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	171				
22	22	84	84	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	8		
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	172				
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	7		
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	173				
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6	4	3
22	22	84	84	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	174				
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	175				
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	176				
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	177				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	178				
23	23	88	88	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	179				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	180				
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	181				
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	3		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	182				
23	23	91	91	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7		
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	183				
23	23	88	88	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	184				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	185				
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	186				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	187				
24	24	92	92	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	188				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	189				
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	4		
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	190				
24	24	93	93	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	3		
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	191				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	192				
24	24	92	92	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	193				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	194				
